link_to_page;date.publish;decision.name;date.publish.orig;category;page;category_name
http://www.ohr.int/?cat=334&paged=15;2001-11-08;Decision allowing judges in the RS to decide on the need of detention of individuals charged with serious offences during criminal proceedings;11/08/2001;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2001-11-08;Decision allowing judges in the Federation to decide on the need of detention of individuals charged with serious offences during criminal proceedings;11/08/2001;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2001-08-03;Decision Enabling the Allocation of Court Cases to other Courts within the same Entity;08/03/2001;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2001-08-03;Decision amending the Law on Judicial and Prosecutorial Service in the Federation;08/03/2001;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2001-04-27;Decision allocating jurisdiction for the investigation, prosecution and trials of incidents of violence and intimidation in the Federation during the past month to the Cantonal Prosecutor and Cantonal Court of Sarajevo;04/27/2001;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2001-03-14;Decision providing the Independent Judicial Commission (IJC) with a comprehensive mandate;03/14/2001;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2001-03-02;Decision Amending the Law on Special Witness Protection in Criminal Proceedings in the Federation of BiH;03/02/2001;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2000-11-12;Decision imposing the Law on the State Court of BiH;11/12/2000;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2000-06-09;Decision amending the RS Law on the Prosecutors’ Office;06/09/2000;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2000-06-09;Decision amending the RS Law on Courts and Judicial Service;06/09/2000;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;2000-05-17;Decision imposing the Law on Judicial and Prosecutorial Service in the Federation;05/17/2000;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=15;1999-07-30;Decision amending the Law on the Federation Prosecutors’ Office;07/30/1999;334;15;Judicial Reform
http://www.ohr.int/?cat=334&paged=16;1999-07-30;Decision imposing the Law on Special Witness Identity Protection in Criminal Proceedings in the Federation;07/30/1999;334;16;Judicial Reform
http://www.ohr.int/?cat=334&paged=16;1999-07-30;Decision amending the Law on the Supreme Court of the Federation;07/30/1999;334;16;Judicial Reform
http://www.ohr.int/?cat=342&paged=1;2010-09-02;Desision Nullifying and Voiding the Decision of the Assembly of the Western-Herzegovina Canton on Approval of the Government of the Western-Herzegovina Canton adopted at its Session held on 27 August 2010;09/02/2010;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2009-12-14;Decision Enacting Amendment to the Statute of the City of Mostar;12/14/2009;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2009-10-30;Decision Repealing the Conclusion of the City Council of the City of Mostar No. 01-02-10/09 of 29 January 2009 and Ordering Election of the City Mayor of the City of Mostar to be Held;10/30/2009;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2009-07-29;Decision Extending the Temporary Financing of the City of Mostar for the Period from 1 April 2009 to 30 September 2009;07/29/2009;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2009-07-29;Decision Enacting the Law on Supplement to the Law on Principles of Local Self-Government in the Federation of Bosnia and Herzegovina;07/29/2009;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2009-07-29;Decision Enacting the Law on Supplement to the Law on Budgets in the Federation of Bosnia and Herzegovina;07/29/2009;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2007-06-07;Decision Amending the Decision on Suspending all Disbursements of Budgetary Itemisations for party funding to the HDZ BiH, the SDA, the HDZ 1990 – HZ and the SBiH…;06/07/2007;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2007-05-29;Decision Suspending all Disbursement of Budgetary Itemisations for party funding to the HDZ BiH, the SDA, the HDZ 1990 – HZ and the SBiH…;05/29/2007;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2007-05-09;Decision Correcting the Translation of the Official Decision of the High Representative Enacting Amendments to the Constitution of the Federation of Bosnia and Herzegovina;05/09/2007;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2006-12-22;Decision Enacting Decision on Establishment of the Commission for Issuance of Professional Assessments;12/22/2006;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2006-12-22;Decision Enacting the Decision on Establishment of the Spatial Development Institute;12/22/2006;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=1;2005-10-28;Decision Enacting the Law on Assigning Names to or Changing Existing Names of Facilities and Legal Persons of Public Interest for Bosnia and Herzegovina;10/28/2005;342;1;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-11-08;Decision on Amending the Statute of the Zepce Municipality;11/08/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-07-08;Decision Enacting the Law on Secondary Education;07/08/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-07-08;Decision Enacting the Law on Primary Education;07/08/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-07-08;Decision Enacting the Law on Amendments to the Law on Secondary Education;07/08/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-07-08;Decision Enacting the Law on Amendments to the Law on Primary Education;07/08/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-07-08;Decision Enacting the Law on Amendments to the Law on Primary Education;07/08/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-07-08;Decision Enacting the Law on Amendments to the Law on Secondary Education;07/08/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-06-07;Directive Reducing Party Funding of Political Parties for their Failure to Bring Their Legislation on Primary and Secondary Education in Line with Framework Law on Primary and Secondary Education in BiH;06/07/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-05-31;Directive Extending the Suspension of All Disbursements of Budgetary Itemisations for Party Funding to the HDZ;05/31/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-04-27;Directive Reducing Party Funding for the HDZ;04/27/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-03-30;Directive Suspending All Disbursements of Budgetary Itemisations for Party Funding to the HDZ;03/30/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=2;2004-02-26;Decision Prohibiting City-Municipalities of the City of Mostar from Assigning Names to or Changing Exisiting Names of Streets, Squares, Bridges and Other Such Public Places;02/26/2004;342;2;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2004-01-28;Decision On The Implementation Of The Reorganization Of The City Of Mostar;01/28/2004;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2004-01-28;Decision Enacting the Law on Amendments to the Law on Distribution of Public Revenues in the Herzegovina-Neretva Canton;01/28/2004;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2004-01-28;Decision Enacting the Statute of the City of Mostar;01/28/2004;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2004-01-28;Decision enacting the Law on amendments to the Election Law of Bosnia and Herzegovina;01/28/2004;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2004-01-28;Decision Enacting Amendments to the Constitution of the Herzegovina-Neretva Canton;01/28/2004;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2004-01-28;Decision Enacting amendments to the Constitution of the Federation of Bosnia and Herzegovina;01/28/2004;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2004-01-09;Decision Prohibiting Transfer Or Conveyance Of Real Property Assets Of City-Municipalities And Suspending Recruitment Of New Personnel Of City Municipalities;01/09/2004;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2003-12-31;Decision Enacting the Law on Application of Electricity Tariff System of the Federation of BiH;12/31/2003;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2003-09-22;DIRECTIVE  Reducing Party Funding for the HDZ at the State,  Federation and Cantonal Levels (Central Bosnia Canton only);09/22/2003;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2003-09-17;Decision Establishing the Commission for Reforming the City of Mostar;09/17/2003;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2003-06-13;Directive Reducing the Wages of the Ministers and Deputy Ministers of Herzegovina-Neretva Canton;06/13/2003;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=3;2002-12-17;Decision Enacting The Law On Execution Of The Budget Of The Federation Of Bosnia And Herzegovina For 2003;12/17/2002;342;3;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-17;Decision Enacting The Budget Of The Federation Of Bosnia And Herzegovina For 2003;12/17/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Canton 10;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Sarajevo Canton;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Western Herzegovina Canton;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Herzegovina – Neretva Canton;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Central Bosnia Canton;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Bosnian Podrinje Canton-Gorazde;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Zenica-Doboj Canton;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Tuzla Canton;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-12-06;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Posavina Canton;12/06/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-11-01;Decision Enacting the Law on Protection Against Defamation of the Federation of Bosnia and Herzegovina;11/01/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=4;2002-10-21;Decision Enacting the Law on Federation Ministries and other Bodies of Federation Administration;10/21/2002;342;4;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-10-21;Decision Enacting the Law on Amendments to the Law on the Government of the Federation of Bosnia and Herzegovina;10/21/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-10-07;Decision Appointing Members of the Independent Selection and Review Board under the Law on Internal Affairs of the Federation of Bosnia and Herzegovina;10/07/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-08-21;Decision Imposing the Law on Internal Affairs of the Federation of Bosnia and Herzegovina;08/21/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-07-08;Decision on the Number of Councillors in the Municipal Assembly of  Zepce for the Zepce Municipal Elections in 2002;07/08/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Bosnian Podrinje Canton – Gorazde;05/23/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Zenica-Doboj Canton;05/23/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Tuzla Canton;05/23/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Posavina Canton;05/23/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Una–Sana Canton;05/23/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-05-23;Decision on Amendments to the Statutes of the Municipality of Stolac;05/23/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Canton 10 (the Law on Internal Affairs of Canton 10;05/23/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=5;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Sarajevo Canton;05/23/2002;342;5;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=6;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of West Herzegovina Canton;05/23/2002;342;6;Federation, Mostar and H-N Canton
http://www.ohr.int/?cat=342&paged=6;2002-05-23;Decision Enacting the Law on Amendments to the Law on Internal Affairs of Herzegovina-Neretva Canton;05/23/2002;342;6;Federation, Mostar and H-N Canton
