1;name.original;name.unified1;name.unified2;comment;changed in R;ethnicity;coalition;number of partners;coalition.partner1;coalition.partner2;coalition.partner3;coalition.partner4;
996;Studentska Stranka Bih;Studentska Stranka Bih;Studentska Stranka Bih;;;nk;;;;;;;
1030;Tuzlanska Alternativa;Tuzlanska Alternativa;Tuzlanska Alternativa;;;nk;;;;;;;
1031;Tuzlanska Lista;Tuzlanska Lista;Tuzlanska Lista;;;nk;;;;;;;
1033;Udruzena Ljevica;Udruzena Ljevica;Udruzena Ljevica;;;nk;;;;;;;
1036;Udruzenje Ceha Ceska Beseda Prijedor - Nezavisni Kandidat;Udruzenje Ceha Ceska Beseda Prijedor - Nezavisni Kandidat;Udruzenje Ceha Ceska Beseda Prijedor - Nezavisni Kandidat;;;nk;;;;;;;
539;Minov Dusan - Udruzenje Nacionalnih Manjina Istocne Hercegovine;Udruzenje Nacionalnih Manjina Istocne Hercegovine;Udruzenje Nacionalnih Manjina Istocne Hercegovine;;;nk;;;;;;;
1035;Udruzenje Roma Euro Rom - Nezavisni Kandidat;Udruzenje Roma Euro Rom - Nezavisni Kandidat;Udruzenje Roma Euro Rom - Nezavisni Kandidat;;;R;;;;;;;
26;Aljic Avdo - Udruzenje Roma Romski San;Udruzenje Roma Romski San;Udruzenje Roma Romski San;;;R;;;;;;;
1034;Udruzenje Roma Romski San - Nezavisni Kandidat;Udruzenje Roma Romski San;Udruzenje Roma Romski San;;;R;;;;;;;
1037;Udruzenje Slovenac Lipa Prijedor - Nezavisni Kandidat;Udruzenje Slovenac Lipa Prijedor - Nezavisni Kandidat;Udruzenje Slovenac Lipa Prijedor - Nezavisni Kandidat;;;nk;;;;;;;
1038;Udruzenje Udruzene Porodice Stivor Nezavisni Kandidat;Udruzenje Udruzene Porodice Stivor Nezavisni Kandidat;Udruzenje Udruzene Porodice Stivor Nezavisni Kandidat;;;nk;;;;;;;
1039;Udruzenje Zena Romkinja Bolja Boducnost Tuzla Nezavisni Kandidat;Udruzenje Zena Romkinja Bolja Boducnost Tuzla Nezavisni Kandidat;Udruzenje Zena Romkinja Bolja Boducnost Tuzla Nezavisni Kandidat;;;nk;;;;;;;
1041;Udurzenje Slovenaca - Nezavisni Kandidat;Udurzenje Slovenaca - Nezavisni Kandidat;Udurzenje Slovenaca - Nezavisni Kandidat;;;nk;;;;;;;
1043;Ugljesa Rodic;Ugljesa Rodic;Ugljesa Rodic;;;nk;;;;;;;
1044;Ujedinjena Hrvatska Stranka Prava Bih;Ujedinjena Hrvatska Stranka Prava BiH (UHSP);Ujedinjena Hrvatska Stranka Prava BiH (UHSP);;;C;;;;;;;
1045;Ujedinjena Hsp;Ujedinjena Hrvatska Stranka Prava BiH (UHSP);Ujedinjena Hrvatska Stranka Prava BiH (UHSP);;;C;;;;;;;
1046;Ujedinjena Posavska Obitelj U.p.o Hrz Bih;Ujedinjena Posavska Obitelj U.p.o Hrz Bih;Ujedinjena Posavska Obitelj U.p.o Hrz Bih;;;nk;;;;;;;
1047;Unija Bosanskohercegovackih Socijaldemokrata Ubsd;Unija Bosanskohercegovackih Socijaldemokrata (UBSD);Unija Bosanskohercegovackih Socijaldemokrata (UBSD);;;nk;;;;;;;
1064;Vizionarsko Demokratska Stranka;Vizionarsko Demokratska Stranka;Vizionarsko Demokratska Stranka;;;nk;;;;;;;
1078;Za Banjaluku;Za Banjaluku;Za Banjaluku;;;nk;;;;;;;
1079;Za Dostojanstvo I Prosperitet;Za Dostojanstvo I Prosperitet;Za Dostojanstvo I Prosperitet;;;nk;;;;;;;
1080;Za Drvar;Za Drvar;Za Drvar;;;nk;;;;;;;
1082;Za Prijedor;Za Prijedor;Za Prijedor;;;nk;;;;;;;
1083;Za Put I Nova Rjesenja Ns Ppp Spors;Za Put I Nova Rjesenja Ns Ppp Spors;Za Put I Nova Rjesenja Ns Ppp Spors;;;nk;;;;;;;
1085;Zagorac Marko - Neovisni Kandidat;Zagorac Marko - Neovisni Kandidat;Zagorac Marko - Neovisni Kandidat;;;nk;;;;;;;
1086;Zajedno Za Gacko;Zajedno Za Gacko;Zajedno Za Gacko;;;nk;;;;;;;
1089;Zavicaj;Zavicaj;Zavicaj;?;;nk;;;;;;;
1090;Zavicajni Socijaldemokrati - Mile Marceta;Zavicajni Socijaldemokrati;Zavicajni Socijaldemokrati;;;nk;;;;;;;
1091;Zavicajni Socijaldemokrati Mile Marceta;Zavicajni Socijaldemokrati;Zavicajni Socijaldemokrati;;;nk;;;;;;;
965;Stranka Drvarcana (sd);Zavicjni Socijaldemokrati Rs I Bih (stranka Drvarcana);Zavicjni Socijaldemokrati Rs I Bih (stranka Drvarcana);;;nk;;;;;;;
1093;Zavicajni Socijaldemokrati Rs I Bih (stranka Drvarcana);Zavicajni Socijaldemokrati;Zavicajni Socijaldemokrati;;;nk;;;;;;;
1094;Zbijmo Se Brat Do Brata;Zbijmo Se Brat Do Brata;Zbijmo Se Brat Do Brata;;;nk;;;;;;;
1098;Zeleni Bih;Zeleni;Zeleni;;;M;;;;;;;
;Penzionerski Demokratski Savez;Penzionerski Demokratski Savez;Penzionerski Demokratski Savez;;;nk;;;;;;;
;Darko Vucic;Darko Vucic;independent;;;nk;;;;;;;
;Duvnjak Nikola;Duvnjak Nikola;independent;;;nk;;;;;;;
;Slobodna Srpska Partija;Slobodna Srpska Partija;independent;;;nk;;;;;;;
;Milos Stojakovic;Milos Stojakovic;independent;;;nk;;;;;;;
;Hrvatski Savez Nova Hrvatska Inicijativa - Hrvatska Narodna Zajednica;Koalicija - Hrvatski Savez - NHI, HNZ;Koalicija - Hrvatski Savez - NHI, HNZ;;;C;y;2;Nova Hrvatska Inicijativa;Hrvatska Narodna Zajednica;;;
;Mirzo Vejzovic;Mirzo Vejzovic;independent;;;nk;;;;;;;
;Luka Ravlic;Luka Ravlic;independent;;;nk;;;;;;;
;Koalicija (hdz, Uhsp, Hsp, Hkdu, Hnz);Koalicija - HDZ, UHSP, HSP, HKDU, HNZ;Koalicija - HDZ, UHSP, HSP, HKDU, HNZ;;;C;y;5;;;;;
;Marin Topic;Marin Topic;independent;;;nk;;;;;;;
;Kazim Ramiz;Kazim Ramiz;independent;;;nk;;;;;;;
;Ivan Culjak;Ivan Culjak;independent;;;nk;;;;;;;
;Idriz Ljuca;Idriz Ljuca;independent;;;nk;;;;;;;
;Anton Pranjkic;Anton Pranjkic;independent;;;nk;;;;;;;
;Muhamed Lisic;Muhamed Lisic;independent;;;nk;;;;;;;
;Brcanska Demokratska Stranka, Brcko Distrikt Bih;Brcanska Demokratska Stranka, Brcko Distrikt BiH;Brcanska Demokratska Stranka, Brcko Distrikt BiH;;;nk;;;;;;;
;Zavicajni Socijaldemokrati (zsd);Zavicajni Socijaldemokrati;Zavicajni Socijaldemokrati;;;nk;;;;;;;
;Demokratska Socijalisticka Partija - Dsp;Demokratska Socijalisticka Partija (DSP);Demokratska Socijalisticka Partija (DSP);;;nk;;;;;;;
;Demokratski Narodni Savez - Dns;Demokratski Narodni Savez (DNS);Demokratski Narodni Savez (DNS);;;M;;;;;;;
;Sevalija Tanjic;Sevalija Tanjic;independent;;;nk;;;;;;;
;Drazen Krezic;Drazen Krezic;independent;;;nk;;;;;;;
;Hrvatski Savez Hdu - Hss - Hni;Koalicija - HDU, HSS, HNI;Koalicija - HDU, HSS, HNI;;;C;y;3;;;;;
;Krupic Marija - Nezavisni Kandidat;Krupic Marija;independent;;;nk;;;;;;;
;Demokratska Narodna Zajednica - Dnz Bih;Demokratska Narodna Zajednica (DNZ);Demokratska Narodna Zajednica (DNZ);could be also Multi-ethnic? http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;;S;;;;;;;
;Ns R Za Boljitak, Kspp, E-5 I Lds - Zajedno Za Usk;Koalicija - Narodna Stranka za Boljitak, KSPP, E-5, LDS;Koalicija - Narodna Stranka za Boljitak, KSPP, E-5, LDS;;;M;Y;4;;;;;
;Sdp - Socijaldemokratska Partija Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
;Stranka Demokratske Aktivnosti A-sda;Stranka Demokratske Aktivnosti Za Evropsku Bih (A-SDA);Stranka Demokratske Aktivnosti Za Evropsku Bih (A-SDA);check ethnicity;nk;nk;;;;;;;
;Savez Za Bolju Buducnost Bih - Sbb Bih Fahrudin Radoncic;Savez Za Bolju Buducnost (SBB);Savez Za Bolju Buducnost (SBB);;;B;;;;;;;
;Hdz Bih - Hrvatska Demokratska Zajednica Bosne I Hercegovine;Hrvatska Demokratska Zajednica (HDZ);Hrvatska Demokratska Zajednica (HDZ);;;C;;;;;;;
;Stranka Udruzenih Nezavisnih Demokrata Bosne I Hercegovine;Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine (SUND);Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine (SUND);;;nk;;;;;;;
;Sdu Bih - Socijaldemokratska Unija Bosne I Hercegovine;Socijaldemokratska Unija Bih (SDU);Socijaldemokratska Unija Bih (SDU);;;nk;;;;;;;
;Nasa Stranka - Nova Socijalisticka Partija Zdravko Krsmanovic;Koalicija - Nasa Stranka, Nova Socijalisticka Partija;Koalicija - Nasa Stranka, Nova Socijalisticka Partija;;;nk;Y;2;Nasa Stranka;Nova Socijalisticka Partija;;;
;Stranka Penzionera - Umirovljenika Bosne I Hercegovine;Stranka Penzionera (SPU);Stranka Penzionera (SPU);;;nk;;;;;;;
;Stranka Kokuza - Skok;Stranka Kokuza - Skok;Stranka Kokuza - Skok;;;nk;;;;;;;
;Bps - Sefer Halilovic;Bosanskohercegovacka Patriotska Stranka (BPS);Bosanskohercegovacka Patriotska Stranka (BPS);;;B;;;;;;;
;Hrvatska Demokratska Zajednica 1990 - Hdz 1990;HDZ 1990;HDZ 1990;;;C;;;;;;;
;Partija Pravog Puta;Partija Pravog Puta Bih;Partija Pravog Puta Bih;http://www.ppp.ba/;;B;;;;;;;
;Savez Nezavisnih Socijaldemokrata (snsd);Savez Nezavisnih Socijaldemokrata (SNSD);Savez Nezavisnih Socijaldemokrata (SNSD);;;S;;;;;;;
;Demokratski Narodni Savez (dns);Demokratski Narodni Savez (DNS);Demokratski Narodni Savez (DNS);;;M;;;;;;;
;Socijaldemokratska Partija (sdp);Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
;Koalicija Preokret: Gds Bih I Nep Bih;Koalicija - GDS, NEP;Koalicija - GDS, NEP;;;nk;Y;2;;;;;
;Hsp Bih;Hrvatska Stranka Prava (HSP);Hrvatska Stranka Prava (HSP);;;C;;;;;;;
;Sdu Bih - Lds Bih - E5 - Koalicija Za Tuzlanski Kanton;Koalicija - E5, LDS, SDU;Koalicija - E5, LDS, SDU;;;nk;Y;3;;;;;
;Hrvatska Koalicija Hdz 1990 - Hsp Bih;Koalicija - HDZ 1990, HSP;Koalicija - HDZ 1990, HSP;;;C;Y;2;;;;;
;Hodzic Hazim - Nezavisni Kandidat;Hodzic Hazim - Nezavisni Kandidat;independent;;;nk;;;;;;;
;Liberalno Demokratska Stranka - Evropska Ekoloska Stranka E-5;Koalicija - E5, LDS;Koalicija - E5, LDS;;;nk;Y;2;;;;;
;Tvoja I Moja - Tim Stranka U Bih;Tvoja I Moja - Tim Stranka U Bih;Tvoja I Moja - Tim Stranka U Bih;;;nk;;;;;;;
;Hsp Dr Ante Starcevic Pravasi 21 Stoljeca;Hrvatska Stranka Prava (HSP);Hrvatska Stranka Prava (HSP);;;C;;;;;;;
;Dragoje Smiljan - Neovisni Kandidat;Dragoje Smiljan - Neovisni Kandidat;independent;;;nk;;;;;;;
;Soldo Tomislav - Neovisni Kandidat;Soldo Tomislav - Neovisni Kandidat;independent;;;nk;;;;;;;
;Hsp Dr Ante Starcevic Bih;Hrvatska Stranka Prava (HSP);Hrvatska Stranka Prava (HSP);;;C;;;;;;;
;Roso Viktor - Neovisni Kandidat;Roso Viktor - Neovisni Kandidat;independent;;;nk;;;;;;;
;Herceg Stipe - Neovisni Kandidat;Herceg Stipe - Neovisni Kandidat;independent;;;nk;;;;;;;
;Srpska Lista Za Sarajevo - Pdp - Sds - Dp;Koalicija - Dp, PDP, SDS;Koalicija - Dp, PDP, SDS;;;S;Y;3;;;;;
;Pdp - Partija Demokratskog Progresa;Partija Demokratskog Progresa (PDP);Partija Demokratskog Progresa (PDP);;;S;;;;;;;
;Curkovic Stipo - Rade - Neovisni Kandidat;Curkovic Stipo - Rade - Neovisni Kandidat;independent;;;nk;;;;;;;
;Sdp - Socijaldemokratska Partija Bosne I Hercegovine - Socijaldemokrati Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;;M;;;;;;;
;Bosanskohercegovacka Patriotska Stranka-sefer Halilovic;Bosanskohercegovacka Patriotska Stranka (BPS);Bosanskohercegovacka Patriotska Stranka (BPS);;;B;;;;;;;
;Patriotski Blok Boss - Sdu Bih;Koalicija - BOSS, SDU;Koalicija - BOSS, SDU;;;nk;Y;2;;;;;
;Liberalno Demokratska Stranka Bosne I Hercegovine;Liberalno Demokratska Stranka Bih (LDS) ;Liberalno Demokratska Stranka Bih (LDS) ;;;M;;;;;;;
;Pokret Za Promjene Bosne I Hercegovine;Pokret Za Promjene Bosne I Hercegovine;Pokret Za Promjene Bosne I Hercegovine;;;nk;;;;;;;
;Politicki Pokret Mladih Bih;Politicki Pokret Mladih Bih;Politicki Pokret Mladih Bih;;;nk;;;;;;;
;Hrvatsko Zajednistvo (hdz 1990 Hz-hss-hkdu-hdu-demokrscani);Koalicija - HDZ 1990, HSS, HKDU, HDU, Demokrscani;Koalicija - HDZ 1990, HSS, HKDU, HDU, Demokrscani;;;C;;;;;;;
;Sp-socijalisticka Partija;Socijalisticka Partija;Socijalisticka Partija;re: ethnicity see http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;;S;;;;;;;
;Fikret Dukic-nezavisni Kandidat;Fikret Dukic-nezavisni Kandidat;independent;;;nk;;;;;;;
;Demokrati Bosne I Hercegovine;Demokrati Bosne I Hercegovine;Demokrati Bosne I Hercegovine;"check ethnicity; from the logo looks like pro-European party";;M;;;;;;;
;Hsp Dapic-jurisic I Nhi-koalicija Za Jednakopravnost;Koalicija - HSP, NHI;Koalicija - HSP, NHI;;;C;;;;;;;
;Denis Ristanic-nezavisni Kandidat;Denis Ristanic-nezavisni Kandidat;independent;;;nk;;;;;;;
;Hdz-hrvatska Koalicija-hnz,hsp;Koalicija - HDZ, HNZ, HSP;Koalicija - HDZ, HNZ, HSP;;;C;;;;;;;
;Bh-slobodni Demokrati;Bh-slobodni Demokrati;Bh-slobodni Demokrati;;;;;;;;;;
;Zeleni Bosne I Hercegovine- Zeleni Bih;Zeleni;Zeleni;;;M;;;;;;;
;Koalicija Hnz - Hsp;Koalicija - HNZ, HSP;Koalicija - HNZ, HSP;;;C;;;;;;;
;Demokratski Narodni Savez-dns;Demokratski Narodni Savez (DNS);Demokratski Narodni Savez (DNS);;;M;;;;;;;
;Mirko Skoko-nezavisni Kandidat;Mirko Skoko-nezavisni Kandidat;independent;;;nk;;;;;;;
;Hrvatski Blok Bih;Hrvatski Blok Bih;Hrvatski Blok Bih;;;C;;;;;;;
;Depos-demokratski Pokret Srpske;Demokratski Pokret Srpske (DEPOS);Demokratski Pokret Srpske (DEPOS);;;S;;;;;;;
;Hsp Dr. Ante Starcevic _ Pravasi 21 Stoljeca;Hrvatska Stranka Prava (HSP);Hrvatska Stranka Prava (HSP);;;C;;;;;;;
;Stranka Demokratska Akcije - Sda;Stranka Demokratske Akcije (SDA);Stranka Demokratske Akcije (SDA);;;M;;;;;;;
;Sdp - Socijaldemokratska Partije Bosne I Hercegovine - Socijaldemokrati;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;M;M;;;;;;;
;Demokratska Narodne Zajednica Bih - Dnz Bih;Demokratska Narodna Zajednica (DNZ);Demokratska Narodna Zajednica (DNZ);could be also Multi-ethnic? http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;;S;;;;;;;
;Stranka Za Bih;Stranka Za Bosnu I Hercegovinu (SzBiH);Stranka Za Bosnu I Hercegovinu (SzBiH);;B;B;;;;;;;
;Socijlisticka Partija Republike Srpske;Socijalisticka Partija;Socijalisticka Partija;re: ethnicity see http://de.wikipedia.org/wiki/Liste_der_politischen_Parteien_in_Bosnien_und_Herzegowina;S;S;;;;;;;
;Stranka Penzionera Federacije Bih;Stranka Penzionera (SPU);Stranka Penzionera (SPU);;M;nk;;;;;;;
;Sdc - Stranka Demokratskog Centra Cazin;Stranka Demokratskog Centra (SDC);Stranka Demokratskog Centra (SDC);;nk;;;;;;;;
;Demokratska Stranka Penzionera Bosne I Hercegovine;DS Penzionera;DS Penzionera;;nk;nk;;;;;;;
;Bosanskohercegovacka Patriotska Stranka (bps);Bosanskohercegovacka Patriotska Stranka (BPS);Bosanskohercegovacka Patriotska Stranka (BPS);;B;B;;;;;;;
;Zavicajni Socijaldemokrati (zsds);Zavicajni Socijaldemokrati;Zavicajni Socijaldemokrati;;nk;nk;;;;;;;
;Nova Hrvatska Inicjativa - Nhi;Nova Hrvatska Inicijativa (NHI);Nova Hrvatska Inicijativa (NHI);;C;C;;;;;;;
;Hss Bih - Hrvatska Seljacka Stranka Bih;Hrvatska Seljacka Stranka (HSS);Hrvatska Seljacka Stranka (HSS);;C;C;;;;;;;
;Demokrati Bih;Demokrati Bosne I Herzegovine;Demokrati Bosne I Herzegovine;"check ethnicity; from the logo looks like pro-European party";M;M;;;;;;;
;Spp Bih - Stranka Privrednog Prosperiteta Bih;Stranka Privrednog Prosperiteta (SPP);Stranka Privrednog Prosperiteta (SPP);;nk;nk;;;;;;;
;Ivica Lovric;Ivica Lovric;independent;;;nk;;;;;;;
;Hrvatska Krscansa Demokratska Unija-hkdu Bih;Hrvatska Krscanska Demokratska Unija (HKDU);Hrvatska Krscanska Demokratska Unija (HKDU);;;C;;;;;;;
;Demokratski Centar Sjp Bih;Demokratski Centar Sjp Bih;Demokratski Centar Sjp Bih;same as Demokratski Centar Republike Srpske?;;nk;;;;;;;
;Radom Za Boljitak;Narodna Stranka Za Boljitak;Narodna Stranka Za Boljitak;;M;M;;;;;;;
;Nezavisni Pravasi;Nezavisni Pravasi;Nezavisni Pravasi;;;C;;;;;;;
;Hrvatska Narodna Stranka Bih - Hns Bih;Hrvatska Narodna Stranka Bih - Hns Bih;Hrvatska Narodna Stranka Bih - Hns Bih;;;C;;;;;;;
;Redzic Mirza;Redzic Mirza;independent;;;nk;;;;;;;
;Ismet Cengic;Ismet Cengic;independent;;;nk;;;;;;;
;Hatibovic Ismet;Hatibovic Ismet;independent;;;nk;;;;;;;
;Svevlad Hoffmann;Svevlad Hoffmann;independent;;;nk;;;;;;;
;Demokratska Socijalnisticka Partija - Dsp;Demokratska Socijalisticka Partija (DSP);Demokratska Socijalisticka Partija (DSP);;;nk;;;;;;;
;Seljacka Stranka Rs - Gordana Vidovic;Hrvatska Seljacka Stranka (HSS);Hrvatska Seljacka Stranka (HSS);;C;C;;;;;;;
;Koalicija Za Cjelovitu I Demokratsku Bosnu I Hercegovinu (sda Bih, S Bih, Liberali Bih, Gds);Koalicija - SDA, SBiH, Liberali, GDS;Koalicija - SDA, SBiH, Liberali, GDS;;;B;;;;;;;
;Socijaldemokrati Bih;Socijaldemokratska Partija (SDP);Socijaldemokratska Partija (SDP);;M;M;;;;;;;
;Koalicija Centra;Koalicija Centra;Koalicija Centra;;;nk;;;;;;;
;Socijaldemokrati Rs I Bih (stranka Drvarcana);Zavicajni Socijaldemokrati;Zavicajni Socijaldemokrati;;nk;nk;;;;;;;
;Kongresna Narodna Stranka Zastite Ljudskih Prava Boraca I Gradana-pravde I Morala Bh;Kongresna Narodna Stranka Zastite Ljudskih Prava Boraca I Gradana-pravde I Morala (KNS);Kongresna Narodna Stranka Zastite Ljudskih Prava Boraca I Gradana-pravde I Morala (KNS);;nk;nk;;;;;;;
;Zijad Causevic;Zijad Causevic;independent;;;nk;;;;;;;
;Mr. Trozic Irfan;Mr. Trozic Irfan;independent;;;nk;;;;;;;
;Catic Sejdo (sead);Catic Sejdo (sead);independent;;;nk;;;;;;;
;Socijalno Liberalna Stranka Rs (sls Rs);Socijalno-Liberalna Stranka RS;Socijalno-Liberalna Stranka RS;;nk;nk;;;;;;;
;Bp Ikr-a Pismo;Bp Ikr-a Pismo;Bp Ikr-a Pismo;;;nk;;;;;;;
;Politicki Klub Nezavisnih Bih;Politicki Klub Nezavisnih Bih;Politicki Klub Nezavisnih Bih;;;nk;;;;;;;
;Ppp Bih;Partija Pravog Puta Bih;Partija Pravog Puta Bih;http://www.ppp.ba/;;M;;;;;;;
;Nova Hrvatska Incijativa - Hkdu;Koalicija - HKDU, NHI;Koalicija - HKDU, NHI;;;C;Y;3;;;;;
;Posavska Demokratska Stranka - Pds;Posavska Demokratska Stranka (PDS);Posavska Demokratska Stranka (PDS);;nk;nk;;;;;;;
;Koalicija Stranka Zena I Studentska Stranka;Koalicija - Stranka Zena, Studetska Stranka;Koalicija - Stranka Zena, Studetska Stranka;;;nk;Y;2;;;;;
;Demokratska Stranka Invalida Bih (dsi Bih);Demokratska Stranka Invalida (DSI);Demokratska Stranka Invalida (DSI);check ethnicity;M;M;;;;;;;
;Bosanski Zeleni (bz);Zeleni;Zeleni;Bosnaski Zeleni same as Zeleni BiH?;M;M;;;;;;;
;Ramadan Jusic;Ramadan Jusic;independent;;;nk;;;;;;;
;Demokratska Stranka Istine Srebrenik;Demokratska Stranka (DS);Demokratska Stranka (DS);;S;S;;;;;;;
;Liberalno - Socijalna Partija Bosne I Hercegovine;Liberalno - Socijalna Partija Bosne I Hercegovine;Liberalno - Socijalna Partija Bosne I Hercegovine;same as Liberalno Demokratska Stranka?;;nk;;;;;;;
;Radnicka Demokratska Partija Bih;Radnicka Demokratska Partija;Radnicka Demokratska Partija;;nk;nk;;;;;;;
;Spz Bih;Spz Bih;Spz Bih;;;nk;;;;;;;
;Hrvatska Cista Stranka Prava Bih;Hrvatska Cista Stranka Prava (HCSP);Hrvatska Cista Stranka Prava (HCSP);;C;C;;;;;;;
;Muhamed Kadric - Hamo Od Bosne;Muhamed Kadric - Hamo Od Bosne;independent;;;nk;;;;;;;
;Koalicija Za Cjelovitu I Demokratsku Bosnu I Hercegovinu (sda Bih, S Bih,  Liberali Bih, Gds);Koalicija - SDA, SBiH, Liberali, GDS;Koalicija - SDA, SBiH, Liberali, GDS;;;nk;;;;;;;
